Attrition,EmployeeName,EmployeeID,Designation,PercentSalaryHike,TraininginHours,WorkLifeBalance,Tenure,MonthlySalary,,,,,,,,
NO,Ferguson-II,101496,Data Scientist,12,39,Bad,3," 120,293 ",,,,,,,,
YES,Richardson-II,101804,Data Scientist,8,97.5,Good,8," 67,895 ",,,,,,,,
NO,Warren-II,101503,Business Analyst,12,78,Bad,6," 54,096 ",,,,,,,,
NO,Phillips-II,101807,Data Engineer,12,58.5,Best,5," 62,993 ",,,,,,,,
YES,Kelly-II,100041,Data Engineer,8,97.5,Good,9," 47,206 ",,,,,,,,
NO,Morrison-II,101509,Data Engineer,20,58.5,Good,4," 56,430 ",,,,,,,,
NO,Brown-II,100238,Data Analyst,6,58.5,Bad,9," 41,926 ",,,,,,,,
NO,Murray-II,101514,Data Scientist,8,39,Bad,9," 77,167 ",,,,,,,,
NO,Perkins-II,101515,Domain Expert,12,78,Good,1," 75,271 ",,,,,,,,
NO,Barrett-II,100267,Software Developer,12,58.5,Bad,5," 40,571 ",,,,,,,,
NO,Adams-II,101523,Chief Data Scientist,8,19.5,Best,21," 192,394 ",,,,,,,,
NO,Grant-II,101525,Data Scientist,12,58.5,Good,3," 98,695 ",,,,,,,,
NO,Miller-II,101529,Domain Expert,14,58.5,Bad,12," 101,405 ",,,,,,,,
YES,Dixon-II,100401,Business Analyst,6,0,Good,9," 68,672 ",,,,,,,,
NO,Ellis-II,101535,Business Analyst,8,58.5,Good,11," 83,460 ",,,,,,,,
NO,Morgan-II,100433,Data Scientist,10,58.5,Bad,2," 58,221 ",,,,,,,,
NO,Alexander-II,101539,Chief Data Scientist,8,39,Good,30," 169,806 ",,,,,,,,
NO,Walker-II,101541,Software Developer,20,78,Good,4," 41,196 ",,,,,,,,
NO,Wright-II,101542,Data Engineer,8,58.5,Good,2," 57,042 ",,,,,,,,
NO,Henderson-II,101543,Data Analyst,12,39,Good,11," 50,490 ",,,,,,,,
NO,Bennett-II,101544,Domain Expert,8,58.5,Good,8," 114,472 ",,,,,,,,
NO,Evans-II,101547,Domain Expert,8,58.5,Bad,21," 119,291 ",,,,,,,,
YES,Ellis-II,100848,Data Analyst,8,39,Good,9," 37,879 ",,,,,,,,
NO,Johnson-II,101549,Data Engineer,6,58.5,Good,12," 61,355 ",,,,,,,,
NO,Wells-II,101553,Domain Expert,6,78,Good,11," 87,678 ",,,,,,,,
NO,Watson-II,101554,Software Developer,18,97.5,Good,6," 28,632 ",,,,,,,,
NO,Taylor-II,101018,Data Engineer,6,39,Good,2," 64,476 ",,,,,,,,
NO,Davis-II,101556,Software Developer,16,58.5,Bad,4," 31,155 ",,,,,,,,
NO,Fowler-II,101557,Business Analyst,8,39,Good,9," 75,871 ",,,,,,,,
NO,Tucker-II,101319,Data Engineer,12,39,Best,12," 99,520 ",,,,,,,,
NO,Craig-II,101563,Database Administrator,6,39,Good,7," 71,605 ",,,,,,,,
NO,Hill-II,101405,Data Analyst,8,39,Good,9," 38,209 ",,,,,,,,
NO,Thomas-II,101572,Data Scientist,10,78,Good,18," 119,823 ",,,,,,,,
YES,Williams-II,101421,Domain Expert,6,19.5,Good,9," 88,998 ",,,,,,,,
NO,Farrell-II,101574,Data Analyst,8,58.5,Bad,7," 48,158 ",,,,,,,,
YES,Gray-II,101548,Business Analyst,6,97.5,Best,9," 64,489 ",,,,,,,,
NO,Richardson-II,101585,Business Analyst,8,97.5,Good,2," 80,302 ",,,,,,,,
NO,Hill-II,101586,Data Engineer,12,58.5,Good,11," 55,651 ",,,,,,,,
NO,Campbell-II,101587,Domain Expert,10,78,Good,6," 72,371 ",,,,,,,,
NO,Wright-II,101588,Business Analyst,6,58.5,Good,8," 97,057 ",,,,,,,,
NO,Warren-II,101590,Domain Expert,14,0,Best,7," 104,316 ",,,,,,,,
NO,Brown-II,101594,Data Engineer,8,58.5,Good,4," 65,538 ",,,,,,,,
NO,Fowler-II,101597,Data Scientist,8,58.5,Good,4," 65,416 ",,,,,,,,
NO,Parker-II,101898,Data Analyst,6,97.5,Bad,10," 76,590 ",,,,,,,,
YES,Barnes-II,100056,Business Analyst,10,0,Good,10," 57,280 ",,,,,,,,
NO,Dixon-II,101599,Data Engineer,6,0,Good,7," 57,455 ",,,,,,,,
YES,Carter-II,100081,Business Analyst,6,58.5,Bad,10," 57,256 ",,,,,,,,
NO,Mitchell-II,101604,Data Engineer,12,58.5,Good,2," 38,374 ",,,,,,,,
NO,Cole-II,101606,Domain Expert,10,58.5,Good,22," 132,501 ",,,,,,,,
YES,Kelley-II,100118,Business Analyst,10,58.5,Good,10," 58,046 ",,,,,,,,
NO,Howard-II,101608,Chief Data Scientist,8,78,Bad,23," 224,456 ",,,,,,,,
NO,Bennett-II,100259,Data Architect,8,97.5,Good,10," 71,176 ",,,,,,,,
NO,Harris-II,100351,Data Engineer,6,78,Good,10," 52,761 ",,,,,,,,
YES,Stewart-II,100823,Data Scientist,10,39,Good,10," 61,602 ",,,,,,,,
NO,Wright-II,100842,Business Analyst,10,58.5,Bad,10," 60,800 ",,,,,,,,
YES,Wilson-II,100961,Domain Expert,6,39,Bad,10," 68,990 ",,,,,,,,
NO,Ferguson-II,101619,Data Engineer,6,58.5,Good,8," 47,909 ",,,,,,,,
NO,Hawkins-II,101622,Data Scientist,16,97.5,Bad,6," 57,466 ",,,,,,,,
NO,Elliott-II,101623,Data Analyst,12,39,Good,3," 36,727 ",,,,,,,,
YES,Harris-II,100972,Data Engineer,6,97.5,Bad,10," 52,400 ",,,,,,,,
YES,Alexander-II,101283,Data Scientist,6,97.5,Bad,10," 123,863 ",,,,,,,,
NO,Cunningham-II,101628,Data Scientist,8,39,Good,19," 122,957 ",,,,,,,,
NO,Mitchell-II,101631,Data Scientist,12,39,Bad,5," 67,965 ",,,,,,,,
NO,Armstrong-II,101311,Data Scientist,10,117,Bad,8," 54,520 ",,,,,,,,
NO,Grant-II,101635,Data Scientist,14,58.5,Good,11," 67,988 ",,,,,,,,
NO,Gray-II,101638,Data Scientist,14,97.5,Best,6," 91,389 ",,,,,,,,
YES,Sydney-II,100515,Data Engineer,6,39,Bad,6," 35,750 ",,,,,,,,
NO,Myra-II,101088,Domain Expert,12,78,Bad,20," 103,962 ",,,,,,,,
NO,Patrick-II,101092,Domain Expert,14,78,Good,12," 121,625 ",,,,,,,,
NO,Paige-II,101094,Data Engineer,14,78,Good,4," 54,449 ",,,,,,,,
NO,Cadie-II,101096,Data Scientist,12,78,Good,4," 129,331 ",,,,,,,,
NO,Lucy-II,101097,Data Analyst,8,78,Best,9," 43,126 ",,,,,,,,
NO,April-II,101099,Domain Expert,10,39,Good,4," 83,883 ",,,,,,,,
NO,Alisa-II,101101,Data Analyst,16,78,Good,14," 53,118 ",,,,,,,,
NO,Melissa-II,101103,Domain Expert,12,19.5,Bad,7," 91,389 ",,,,,,,,
NO,Darcy-II,101105,Business Analyst,8,97.5,Good,2," 78,875 ",,,,,,,,
YES,Samantha-II,100516,Business Analyst,6,97.5,Good,6," 67,340 ",,,,,,,,
YES,Abigail-II,100517,Data Engineer,10,97.5,Good,6," 30,353 ",,,,,,,,
NO,Owen-II,100527,Business Analyst,12,58.5,Good,2," 52,871 ",,,,,,,,
YES,Lily-II,100533,Business Analyst,6,117,Good,6," 77,497 ",,,,,,,,
NO,Kimberly-II,100554,Data Analyst,8,78,Good,4," 43,256 ",,,,,,,,
NO,Madaline-II,101114,Business Analyst,12,58.5,Good,4," 50,690 ",,,,,,,,
NO,Charlie-II,101115,Data Analyst,12,39,Good,1," 35,102 ",,,,,,,,
NO,Max-II,100574,Domain Expert,14,39,Bad,2," 78,654 ",,,,,,,,
NO,Alisa-II,101118,Domain Expert,14,78,Good,9," 123,074 ",,,,,,,,
NO,Heather-II,101121,Data Scientist,12,58.5,Bad,10," 90,200 ",,,,,,,,
NO,Abigail-II,101125,Business Analyst,10,39,Good,2," 86,617 ",,,,,,,,
NO,Miley-II,101126,Data Scientist,6,19.5,Good,9," 127,493 ",,,,,,,,
NO,Madaline-II,101127,Domain Expert,6,78,Good,19," 143,389 ",,,,,,,,
NO,Harold-II,101128,Chief Data Scientist,8,39,Best,21," 231,255 ",,,,,,,,
NO,Michael-II,101133,Data Scientist,14,0,Good,12," 91,661 ",,,,,,,,
NO,Aiden-II,100716,Domain Expert,10,58.5,Best,2," 89,652 ",,,,,,,,
NO,Oliver-II,100744,Data Architect,8,97.5,Best,6," 89,526 ",,,,,,,,
YES,Emily-II,100785,Business Analyst,6,39,Good,6," 75,377 ",,,,,,,,
YES,Ryan-II,100799,Data Scientist,6,78,Good,6," 64,630 ",,,,,,,,
NO,Samantha-II,101148,Data Engineer,14,58.5,Good,2," 50,337 ",,,,,,,,
YES,Julian-II,100852,Domain Expert,6,39,Bad,6," 69,909 ",,,,,,,,
NO,Adrian-II,100859,Database Administrator,12,58.5,Bad,3," 51,881 ",,,,,,,,
NO,Kellan-II,100869,Database Administrator,8,117,Good,6," 58,161 ",,,,,,,,
NO,Preston-II,101158,Data Engineer,6,78,Good,2," 56,158 ",,,,,,,,
YES,Garry-II,100885,Business Analyst,6,19.5,Best,6," 50,149 ",,,,,,,,
YES,Maximilian-II,100888,Data Engineer,12,39,Bad,6," 37,259 ",,,,,,,,
NO,Wilson-II,101163,Business Analyst,14,58.5,Bad,7," 67,329 ",,,,,,,,
NO,Maximilian-II,101164,Database Administrator,12,39,Bad,6," 50,939 ",,,,,,,,
NO,Frederick-II,100902,Domain Expert,8,39,Bad,6," 65,538 ",,,,,,,,
NO,Adrian-II,101166,Chief Data Scientist,12,58.5,Bad,19," 159,060 ",,,,,,,,
NO,Lucy-II,100983,Business Analyst,12,19.5,Bad,3," 66,763 ",,,,,,,,
NO,Tara-II,101173,Data Engineer,16,39,Good,5," 42,384 ",,,,,,,,
YES,Victoria-II,101004,Data Analyst,6,39,Good,6," 35,122 ",,,,,,,,
NO,Amber-II,101177,Data Engineer,16,39,Good,9," 52,081 ",,,,,,,,
NO,Elise-II,101179,Business Analyst,12,58.5,Good,11," 77,509 ",,,,,,,,
YES,Ned-II,101136,Data Analyst,12,39,Bad,6," 37,718 ",,,,,,,,
NO,Richard-II,101182,Data Scientist,12,39,Best,8," 121,059 ",,,,,,,,
NO,Lucy-II,101184,Domain Expert,14,58.5,Good,14," 62,957 ",,,,,,,,
YES,Violet-II,101137,Business Analyst,6,58.5,Good,6," 58,538 ",,,,,,,,
NO,Rosie-II,101190,Software Developer,6,58.5,Good,2," 33,310 ",,,,,,,,
NO,John-II,101157,Data Analyst,12,58.5,Best,9," 96,904 ",,,,,,,,
NO,Sarah-II,101195,Data Analyst,14,39,Bad,4," 52,753 ",,,,,,,,
NO,Alberta-II,101196,Data Scientist,8,39,Bad,15," 76,284 ",,,,,,,,
YES,Florrie-II,101192,Data Engineer,8,97.5,Good,6," 36,893 ",,,,,,,,
NO,Maria-II,101310,Data Engineer,12,39,Best,2," 43,261 ",,,,,,,,
NO,Richard-II,101387,Business Analyst,6,0,Good,6," 55,664 ",,,,,,,,
NO,Alina-II,101207,Database Administrator,8,39,Good,6," 42,418 ",,,,,,,,
YES,Miley-II,101409,Data Engineer,8,39,Bad,6," 34,759 ",,,,,,,,
NO,Belinda-II,101447,Data Analyst,12,39,Good,3," 38,814 ",,,,,,,,
YES,Dexter-II,101471,Data Engineer,8,97.5,Good,6," 37,259 ",,,,,,,,
NO,Ned-II,101217,Chief Data Scientist,6,39,Good,5," 224,832 ",,,,,,,,
NO,Steven-II,101475,Software Developer,12,58.5,Good,6," 40,299 ",,,,,,,,
YES,Stuart-II,101487,Business Analyst,6,78,Bad,6," 67,929 ",,,,,,,,
YES,Evelyn-II,101502,Data Engineer,6,97.5,Good,6," 45,224 ",,,,,,,,
NO,Victoria-II,101534,Data Engineer,8,58.5,Bad,4," 54,265 ",,,,,,,,
NO,James-II,101225,Data Analyst,20,58.5,Good,8," 53,507 ",,,,,,,,
NO,Wright-II,101226,Software Developer,12,39,Good,3," 31,555 ",,,,,,,,
NO,Hawkins-II,101228,Data Scientist,6,58.5,Bad,7," 86,947 ",,,,,,,,
NO,Alexander-II,101231,Database Administrator,10,58.5,Best,5," 73,903 ",,,,,,,,
NO,Armstrong-II,101233,Business Analyst,12,58.5,Good,12," 61,508 ",,,,,,,,
NO,Perkins-II,101234,Data Engineer,14,39,Good,3," 32,321 ",,,,,,,,
NO,Tucker-II,101235,Data Analyst,8,39,Good,9," 58,892 ",,,,,,,,
NO,Hunt-II,101237,Data Scientist,16,39,Good,8," 120,800 ",,,,,,,,
NO,Richardson-II,101239,Business Analyst,6,39,Best,6," 80,738 ",,,,,,,,
YES,Chapman-II,101573,Data Scientist,6,39,Good,6," 57,207 ",,,,,,,,
NO,Alexander-II,101241,Data Analyst,16,39,Good,12," 42,171 ",,,,,,,,
NO,Johnston-II,101242,Chief Data Scientist,12,78,Good,2," 155,431 ",,,,,,,,
NO,Davis-II,101245,Data Scientist,12,39,Bad,6," 123,746 ",,,,,,,,
NO,Barnes-II,101248,Data Analyst,20,39,Best,2," 41,905 ",,,,,,,,
NO,Bennett-II,101598,Business Analyst,10,39,Good,6," 54,662 ",,,,,,,,
NO,Allen-II,101250,Chief Data Scientist,8,39,Good,11," 209,491 ",,,,,,,,
NO,Alexander-II,101251,Domain Expert,6,39,Bad,7," 80,513 ",,,,,,,,
NO,Jones-II,101252,Domain Expert,14,39,Good,11," 80,266 ",,,,,,,,
NO,Turner-II,101254,Business Analyst,12,39,Good,7," 60,930 ",,,,,,,,
NO,Mason-II,101255,Chief Data Scientist,8,39,Good,9," 232,598 ",,,,,,,,
NO,Roberts-II,101257,Data Analyst,6,39,Bad,12," 43,503 ",,,,,,,,
NO,Owens-II,101613,Data Architect,8,58.5,Good,2," 62,827 ",,,,,,,,
NO,Ellis-II,101260,Domain Expert,6,39,Good,7," 78,039 ",,,,,,,,
NO,Barrett-II,101263,Chief Data Scientist,6,58.5,Best,2," 215,218 ",,,,,,,,
NO,Wilson-II,101264,Chief Data Scientist,8,39,Bad,8," 189,990 ",,,,,,,,
NO,Clark-II,101268,Business Analyst,8,58.5,Good,10," 98,742 ",,,,,,,,
YES,Morgan-II,101650,Business Analyst,6,39,Good,6," 69,155 ",,,,,,,,
YES,Carter-II,101684,Data Engineer,6,39,Good,6," 47,003 ",,,,,,,,
NO,Kelly-II,101278,Domain Expert,10,58.5,Good,30," 159,979 ",,,,,,,,
YES,Cunningham-II,101720,Data Analyst,8,58.5,Bad,6," 40,452 ",,,,,,,,
YES,Douglas-II,101757,Business Analyst,6,19.5,Best,6," 53,107 ",,,,,,,,
NO,Jones-II,101768,Data Engineer,16,117,Bad,6," 32,591 ",,,,,,,,
NO,Grant-II,101285,Data Engineer,8,39,Best,10," 52,364 ",,,,,,,,
NO,Riley-II,101289,Database Administrator,6,97.5,Best,11," 52,906 ",,,,,,,,
NO,Montgomery-II,101792,Data Engineer,6,39,Bad,2," 54,287 ",,,,,,,,
YES,Cooper-II,101836,Business Analyst,8,78,Good,6," 55,192 ",,,,,,,,
NO,Stewart-II,100001,Data Engineer,8,0,Good,8," 70,616 ",,,,,,,,
NO,Myers-II,101296,Data Engineer,6,39,Good,3," 45,565 ",,,,,,,,
NO,Elliott-II,100021,Chief Data Scientist,12,97.5,Good,2," 98,765 ",,,,,,,,
NO,Murphy-II,101298,Data Scientist,12,58.5,Good,9," 55,321 ",,,,,,,,
YES,Hall-II,100112,Data Scientist,6,58.5,Bad,7," 58,340 ",,,,,,,,
NO,West-II,101304,Business Analyst,10,78,Best,11," 73,161 ",,,,,,,,
NO,Casey-II,100192,Data Analyst,8,39,Bad,7," 41,808 ",,,,,,,,
YES,Warren-II,100269,Data Engineer,6,97.5,Good,7," 37,579 ",,,,,,,,
NO,West-II,100299,Business Analyst,10,97.5,Bad,7," 60,803 ",,,,,,,,
NO,Casey-II,101312,Domain Expert,6,0,Good,8," 83,589 ",,,,,,,,
NO,Payne-II,101314,Database Administrator,6,58.5,Best,8," 40,333 ",,,,,,,,
NO,Stevens-II,101317,Chief Data Scientist,6,39,Good,4," 198,898 ",,,,,,,,
YES,Brown-II,100300,Data Analyst,8,19.5,Bad,7," 52,755 ",,,,,,,,
NO,Hamilton-II,101329,Business Analyst,8,78,Good,15," 72,478 ",,,,,,,,
NO,Myers-II,100492,Data Engineer,6,117,Good,15," 75,176 ",,,,,,,,
NO,Morrison-II,100647,Software Developer,10,78,Bad,2," 34,006 ",,,,,,,,
YES,Cameron-II,100690,Business Analyst,8,97.5,Bad,7," 65,525 ",,,,,,,,
NO,Campbell-II,101344,Domain Expert,6,0,Bad,10," 100,156 ",,,,,,,,
NO,Perkins-II,100949,Data Engineer,6,117,Good,1," 55,121 ",,,,,,,,
NO,Ross-II,101350,Data Analyst,6,58.5,Good,10," 50,066 ",,,,,,,,
NO,Adams-II,101355,Business Analyst,10,58.5,Good,8," 81,221 ",,,,,,,,
NO,Stewart-II,101356,Business Analyst,6,117,Best,11," 72,171 ",,,,,,,,
NO,Nelson-II,100998,Business Analyst,10,39,Good,6," 64,665 ",,,,,,,,
NO,Roberts-II,101360,Data Scientist,8,0,Bad,11," 117,925 ",,,,,,,,
NO,Warren-II,101362,Business Analyst,10,39,Bad,10," 54,662 ",,,,,,,,
NO,Andrews-II,101363,Data Scientist,6,39,Good,11," 93,063 ",,,,,,,,
YES,Barrett-II,101161,Domain Expert,8,39,Good,7," 67,529 ",,,,,,,,
NO,Carter-II,101367,Data Scientist,10,19.5,Bad,6," 154,853 ",,,,,,,,
NO,Wright-II,101369,Data Engineer,6,0,Good,10," 63,193 ",,,,,,,,
NO,Campbell-II,101371,Business Analyst,14,58.5,Good,7," 59,753 ",,,,,,,,
NO,Carter-II,101373,Data Scientist,6,0,Good,20," 157,916 ",,,,,,,,
NO,Cole-II,101375,Domain Expert,14,0,Good,13," 75,141 ",,,,,,,,
NO,Scott-II,101377,Data Engineer,8,19.5,Good,9," 63,970 ",,,,,,,,
NO,Higgins-II,101171,Data Engineer,10,58.5,Best,1," 60,742 ",,,,,,,,
YES,Gray-II,101200,Data Analyst,6,78,Good,7," 34,595 ",,,,,,,,
NO,Johnson-II,101383,Domain Expert,6,39,Best,15," 78,794 ",,,,,,,,
NO,Cole-II,101216,Data Scientist,6,39,Good,2," 75,244 ",,,,,,,,
YES,Grant-II,101394,Data Analyst,10,39,Good,7," 35,302 ",,,,,,,,
NO,Anderson-II,101390,Business Analyst,6,39,Best,6," 72,112 ",,,,,,,,
NO,Farrell-II,101402,Data Analyst,12,58.5,Best,4," 48,086 ",,,,,,,,
NO,Hill-II,101397,Domain Expert,16,39,Good,7," 128,671 ",,,,,,,,
NO,Hall-II,101403,Business Analyst,6,58.5,Good,7," 67,976 ",,,,,,,,
NO,Douglas-II,101401,Data Scientist,6,58.5,Bad,6," 156,090 ",,,,,,,,
YES,Harris-II,101438,Data Analyst,6,39,Bad,7," 40,299 ",,,,,,,,
YES,Stewart-II,101440,Data Engineer,8,39,Bad,7," 41,241 ",,,,,,,,
NO,Smith-II,101670,Software Developer,18,97.5,Good,4," 64,866 ",,,,,,,,
NO,Ryan-II,101407,Data Analyst,6,39,Good,5," 46,001 ",,,,,,,,
YES,Armstrong-II,101751,Data Analyst,6,97.5,Bad,7," 40,593 ",,,,,,,,
YES,Holmes-II,100079,Data Engineer,6,39,Good,8," 41,762 ",,,,,,,,
NO,Mason-II,101412,Data Scientist,6,39,Good,3," 110,313 ",,,,,,,,
NO,Elliott-II,100160,Data Analyst,10,39,Best,10," 69,428 ",,,,,,,,
NO,Bennett-II,101417,Data Engineer,6,39,Good,8," 42,160 ",,,,,,,,
NO,Payne-II,101419,Database Administrator,8,58.5,Bad,11," 74,123 ",,,,,,,,
NO,Anderson-II,100163,Data Analyst,14,58.5,Bad,2," 35,267 ",,,,,,,,
YES,Murphy-II,100199,Data Architect,8,39,Bad,8," 74,553 ",,,,,,,,
NO,Williams-II,101422,Chief Data Scientist,14,58.5,Bad,21," 204,177 ",,,,,,,,
NO,Mitchell-II,101423,Chief Data Scientist,16,58.5,Good,10," 232,138 ",,,,,,,,
NO,Henderson-II,101424,Chief Data Scientist,8,78,Best,8," 173,589 ",,,,,,,,
NO,Grant-II,100319,Domain Expert,6,58.5,Bad,3," 87,420 ",,,,,,,,
YES,Nelson-II,100323,Data Architect,6,58.5,Bad,8," 83,591 ",,,,,,,,
NO,Fowler-II,101430,Chief Data Scientist,6,58.5,Best,4," 193,502 ",,,,,,,,
NO,Robinson-II,100446,Business Analyst,8,117,Bad,8," 55,168 ",,,,,,,,
YES,Nelson-II,100454,Data Engineer,6,78,Bad,8," 34,968 ",,,,,,,,
NO,Craig-II,100500,Data Analyst,10,39,Best,8," 58,161 ",,,,,,,,
YES,Miller-II,100728,Business Analyst,6,39,Good,8," 58,444 ",,,,,,,,
NO,Cunningham-II,100741,Data Engineer,12,78,Bad,2," 56,341 ",,,,,,,,
YES,Kelly-II,100764,Domain Expert,14,39,Bad,8," 80,254 ",,,,,,,,
NO,Armstrong-II,101443,Chief Data Scientist,14,39,Best,21," 202,304 ",,,,,,,,
YES,Myers-II,100927,Data Engineer,8,19.5,Bad,8," 32,734 ",,,,,,,,
NO,Chapman-II,101449,Data Engineer,6,39,Best,9," 46,837 ",,,,,,,,
NO,Barnes-II,101458,Data Engineer,18,39,Best,2," 42,961 ",,,,,,,,
NO,Richardson-II,100941,Software Developer,6,39,Best,2," 27,443 ",,,,,,,,
NO,Cooper-II,101460,Domain Expert,12,39,Good,8," 127,858 ",,,,,,,,
NO,Nelson-II,100956,Business Analyst,6,39,Good,8," 50,596 ",,,,,,,,
NO,Alexander-II,101465,Data Scientist,12,78,Best,4," 110,526 ",,,,,,,,
NO,Scott-II,100990,Business Analyst,8,58.5,Good,8," 59,846 ",,,,,,,,
NO,Allen-II,101468,Chief Data Scientist,6,78,Good,10," 162,100 ",,,,,,,,
NO,Turner-II,101469,Business Analyst,12,78,Good,6," 99,720 ",,,,,,,,
NO,Grant-II,101106,Data Analyst,10,58.5,Best,8," 43,491 ",,,,,,,,
NO,Hill-II,101472,Chief Data Scientist,6,39,Bad,10," 195,575 ",,,,,,,,
NO,Johnston-II,101473,Domain Expert,8,0,Bad,4," 78,369 ",,,,,,,,
YES,Murray-II,101143,Data Analyst,8,39,Bad,8," 38,778 ",,,,,,,,
YES,Barrett-II,101221,Data Engineer,8,78,Good,8," 32,298 ",,,,,,,,
NO,Dixon-II,101478,Business Analyst,12,39,Good,14," 56,076 ",,,,,,,,
NO,Anderson-II,101224,Data Engineer,8,78,Bad,8," 41,135 ",,,,,,,,
NO,Turner-II,101480,Data Engineer,8,58.5,Good,8," 43,280 ",,,,,,,,
YES,Bailey-II,101297,Data Engineer,8,117,Bad,8," 33,440 ",,,,,,,,
NO,Smith-II,101483,Data Analyst,18,39,Good,13," 57,736 ",,,,,,,,
NO,Murray-II,101484,Domain Expert,8,58.5,Good,9," 123,322 ",,,,,,,,
NO,Richards-II,101485,Chief Data Scientist,8,58.5,Bad,15," 200,395 ",,,,,,,,
NO,Kelly-II,101299,Domain Expert,8,39,Good,8," 87,158 ",,,,,,,,
NO,Rogers-II,101537,Domain Expert,10,39,Best,2," 87,925 ",,,,,,,,
NO,Russell-II,101489,Business Analyst,18,39,Best,8," 54,190 ",,,,,,,,
NO,Barrett-II,101555,Data Analyst,14,39,Bad,5," 45,232 ",,,,,,,,
NO,Barnes-II,101618,Database Administrator,6,58.5,Good,10," 76,542 ",,,,,,,,
NO,Ferguson-II,101496,Data Scientist,12,39,Bad,3," 120,293 ",,,,,,,,
YES,Richardson-II,101804,Data Scientist,8,97.5,Good,8," 67,895 ",,,,,,,,
NO,Warren-II,101503,Business Analyst,12,78,Bad,6," 54,096 ",,,,,,,,
NO,Phillips-II,101807,Data Engineer,12,58.5,Best,5," 62,993 ",,,,,,,,
YES,Kelly-II,100041,Data Engineer,8,97.5,Good,9," 47,206 ",,,,,,,,
NO,Morrison-II,101509,Data Engineer,20,58.5,Good,4," 56,430 ",,,,,,,,
NO,Brown-II,100238,Data Analyst,6,58.5,Bad,9," 41,926 ",,,,,,,,
NO,Murray-II,101514,Data Scientist,8,39,Bad,9," 77,167 ",,,,,,,,
NO,Perkins-II,101515,Domain Expert,12,78,Good,1," 75,271 ",,,,,,,,
NO,Barrett-II,100267,Software Developer,12,58.5,Bad,5," 40,571 ",,,,,,,,
NO,Adams-II,101523,Chief Data Scientist,8,19.5,Best,21," 192,394 ",,,,,,,,
NO,Grant-II,101525,Data Scientist,12,58.5,Good,3," 98,695 ",,,,,,,,
NO,Miller-II,101529,Domain Expert,14,58.5,Bad,12," 101,405 ",,,,,,,,
YES,Dixon-II,100401,Business Analyst,6,0,Good,9," 68,672 ",,,,,,,,
NO,Ellis-II,101535,Business Analyst,8,58.5,Good,11," 83,460 ",,,,,,,,
NO,Morgan-II,100433,Data Scientist,10,58.5,Bad,2," 58,221 ",,,,,,,,
NO,Alexander-II,101539,Chief Data Scientist,8,39,Good,30," 169,806 ",,,,,,,,
NO,Walker-II,101541,Software Developer,20,78,Good,4," 41,196 ",,,,,,,,
NO,Wright-II,101542,Data Engineer,8,58.5,Good,2," 57,042 ",,,,,,,,
NO,Henderson-II,101543,Data Analyst,12,39,Good,11," 50,490 ",,,,,,,,
NO,Bennett-II,101544,Domain Expert,8,58.5,Good,8," 114,472 ",,,,,,,,
NO,Evans-II,101547,Domain Expert,8,58.5,Bad,21," 119,291 ",,,,,,,,
YES,Ellis-II,100848,Data Analyst,8,39,Good,9," 37,879 ",,,,,,,,
NO,Johnson-II,101549,Data Engineer,6,58.5,Good,12," 61,355 ",,,,,,,,
NO,Wells-II,101553,Domain Expert,6,78,Good,11," 87,678 ",,,,,,,,
NO,Watson-II,101554,Software Developer,18,97.5,Good,6," 28,632 ",,,,,,,,
NO,Taylor-II,101018,Data Engineer,6,39,Good,2," 64,476 ",,,,,,,,
NO,Davis-II,101556,Software Developer,16,58.5,Bad,4," 31,155 ",,,,,,,,
NO,Fowler-II,101557,Business Analyst,8,39,Good,9," 75,871 ",,,,,,,,
NO,Tucker-II,101319,Data Engineer,12,39,Best,12," 99,520 ",,,,,,,,
NO,Craig-II,101563,Database Administrator,6,39,Good,7," 71,605 ",,,,,,,,
NO,Hill-II,101405,Data Analyst,8,39,Good,9," 38,209 ",,,,,,,,
NO,Thomas-II,101572,Data Scientist,10,78,Good,18," 119,823 ",,,,,,,,
YES,Williams-II,101421,Domain Expert,6,19.5,Good,9," 88,998 ",,,,,,,,
NO,Farrell-II,101574,Data Analyst,8,58.5,Bad,7," 48,158 ",,,,,,,,
YES,Gray-II,101548,Business Analyst,6,97.5,Best,9," 64,489 ",,,,,,,,
NO,Richardson-II,101585,Business Analyst,8,97.5,Good,2," 80,302 ",,,,,,,,
NO,Hill-II,101586,Data Engineer,12,58.5,Good,11," 55,651 ",,,,,,,,
NO,Campbell-II,101587,Domain Expert,10,78,Good,6," 72,371 ",,,,,,,,
NO,Wright-II,101588,Business Analyst,6,58.5,Good,8," 97,057 ",,,,,,,,
NO,Warren-II,101590,Domain Expert,14,0,Best,7," 104,316 ",,,,,,,,
NO,Brown-II,101594,Data Engineer,8,58.5,Good,4," 65,538 ",,,,,,,,
NO,Fowler-II,101597,Data Scientist,8,58.5,Good,4," 65,416 ",,,,,,,,
NO,Parker-II,101898,Data Analyst,6,97.5,Bad,10," 76,590 ",,,,,,,,
YES,Barnes-II,100056,Business Analyst,10,0,Good,10," 57,280 ",,,,,,,,
NO,Dixon-II,101599,Data Engineer,6,0,Good,7," 57,455 ",,,,,,,,
YES,Carter-II,100081,Business Analyst,6,58.5,Bad,10," 57,256 ",,,,,,,,
